Repr_id,REPR_FACI,REPR_DIST,TYP_CASE,REPR_NM,REPR_PHON_NUM,REPR_D,TYP_REPR_DISE_COND,LN_CASE,FN_CASE,DOB,NATL,CASE_UID1,CASE_UID2,DIST_CASE_RESI,DIST_CASE_RESI_TYP,SEX,OCCU,PHYS_ADDR,NEAR_LMK,PHON_NUM_CASE,PARE_CARET_NM,D_SEEN_FACI,VACC,VACC_TYP_VAC,VACC_NUM_DOSE,D_FACI_NOTI_DIST,D_L_VACCI,RECE_TRAV_HIST,D_O_RETU,ANY_CONT_OT_CASE,ANY_CLUSTER,D_ONSE,PREG_CASE_FEM,TRIM,PRES_SYMP,U_CONDS,COVI_HIST,P_COMPL_FRM_NM,D_S_COLL,D_S_SENT_LAB,S_TYP,S_COND,D_LAB_RECE_S,TYP_O_TESTS_PERF,TEST_PLAT,FIN_LAB_RESU,D_LAB_SENT_RESU_DIST,D_RESU_SENT_HCW,D_DIST_RECE_RESU,CASE_F_O,CASE_F_CLASS
MOH1551174005,411,MW-RU,IPD,Kimberly,+265(0)888632232,2020-04-27,SARS/MERS/COVID,Frederick,Daniel,1938-03-24,RW,Passport,RW848506,MW-SA,Urban,Male,teacher,P.O.Box 08408 MW-NB,Hospital,,Laura,2020-04-18,Covid-19,Johnson & Johnson,1,2020-04-27,2020-04-10,International,2020-04-07,No,Work place,2020-04-04,N/A,N/A,No(Asymptomatic),Asthma,Yes,Carrie Alexander,2020-04-27,2020-04-28,OP swab,Adequate,2020-04-29,PCR,Mobile testing,Positive,2020-04-30,2020-04-30,2020-05-03,Lost,Confirmed
MOH4531881336,2723,MW-BA,OPD,Melanie,+265(0)999560393,2020-04-13,SARIs,Fitzgerald,Lauren,1989-10-02,NL,NID,NL902049,MW-MG,Rural,Female,journalist,P.O.Box 13283 MW-MU,Hospital,+265(0)995169090,Joseph,2020-04-07,Covid-19,AstraZeneca,2,2020-04-13,2020-04-07,International,2020-03-23,Confirmed,Family,2020-03-24,No,N/A,Skin rash,No,No,Aaron Harris,2020-04-13,2020-04-13,Blood,Adequate,2020-04-15,PCR,Mobile testing,Negative,2020-04-16,2020-04-16,2020-04-16,Alive,Compatible
MOH2844521704,1836,MW-DE,POE,Johnny,+265(0)999162559,2020-09-05,SARIs,Barnett,Benjamin,1957-05-11,IT,Passport,IT665441,MW-BA,Urban,Male,minister,P.O.Box 33387 MW-MZ,Church,,Susan,2020-08-26,Covid-19,AstraZeneca,2,2020-09-05,2020-08-09,International,2020-08-26,Suspected,School,2020-08-10,N/A,N/A,Other,HIV,No,Savannah Collins,2020-09-05,2020-09-06,Blood,Not Adequate,2020-09-09,Antigen POC tests,Molecular Labs,Positive,2020-09-10,2020-09-10,2020-09-11,Alive,Compatible
MOH5908297685,2723,MW-SA,OPD,Michael,+265(0)887637272,2020-09-23,SARS/MERS/COVID,Brown,Alison,1931-06-12,DE,NID,DE300843,MW-CT,Rural,Female,lecturer,P.O.Box 91538 MW-CT,Hospital,,Kimberly,2020-09-21,None,N/A,0,2020-09-23,2020-09-04,Indigenous,2020-09-19,No,Family,2020-09-10,No,N/A,Chest pain,Kidney Dz,No,Andre Harmon,2020-09-23,2020-09-23,OP swab,Not Adequate,2020-09-23,Antigen POC tests,Mobile testing,Positive,2020-09-26,2020-09-26,2020-09-27,Lost,Confirmed
MOH1295466877,4077,MW-MH,OPD,David,+265(0)993677434,2020-05-23,SARIs,Fischer,Louis,1922-02-03,JP,Passport,JP463662,MW-NS,Urban,Male,Engineer,P.O.Box 48793 MW-NK,Market,+265(0)999590288,Marissa,2020-05-15,Covid-19,Johnson & Johnson,1,2020-05-23,2020-05-12,International,2020-05-07,No,Hospital,2020-05-04,N/A,N/A,Skin rash,Stroke,No,Craig Flores,2020-05-23,2020-05-24,Blood,Adequate,2020-05-26,PCR,Mobile testing,Positive,2020-05-27,2020-05-27,2020-05-29,Lost,Lost
MOH3854885657,532,MW-CT,IPD,Felicia,+265(0)882002920,2020-10-25,SARS/MERS/COVID,Edwards,Jenna,1949-04-24,ET,Passport,ET762894,MW-MG,Rural,Female,minister,P.O.Box 52664 MW-NE,Hospital,+265(0)998242599,Nancy,2020-10-20,None,N/A,0,2020-10-25,2020-10-05,International,2020-10-08,Suspected,Family,2020-10-06,No,N/A,Other,Neurological Dz,Yes,Natalie Molina,2020-10-25,2020-10-26,NP swab,Adequate,2020-10-29,Antigen POC tests,Mobile testing,Positive,2020-10-29,2020-10-29,2020-10-31,Lost,Confirmed
MOH9608263088,3601,MW-LI,POE,Michelle,+265(0)997832221,2020-10-30,AEFI,Meyer,Ricky,1948-03-21,TZ,Passport,TZ418888,MW-DO,Rural,Male,politician,P.O.Box 72011 MW-PH,Hospital,+265(0)886433101,Larry,2020-10-22,None,N/A,0,2020-10-30,2020-10-21,Indigenous,2020-10-17,No,Family,2020-10-07,N/A,N/A,Headache,Neurological Dz,No,Kristen Lyons,2020-10-30,2020-10-31,NP swab,Adequate,2020-11-02,PCR,Mobile testing,Negative,2020-11-02,2020-11-02,2020-11-04,Dead,Confirmed
MOH7814605148,2517,MW-NK,POE,Lucas,+265(0)887485720,2020-08-21,SARS/MERS/COVID,King,James,1957-03-22,ET,NID,ET249890,MW-DE,Urban,Male,lawyer,P.O.Box 99772 MW-MW,Hospital,+265(0)886891191,Lance,2020-08-21,Covid-19,AstraZeneca,2,2020-08-21,2020-08-08,International,2020-08-09,Confirmed,Work place,2020-08-13,N/A,N/A,Muscle ache,HIV,No,Karen Brown,2020-08-21,2020-08-21,Blood,Not Adequate,2020-08-24,PCR,Mobile testing,Negative,2020-08-25,2020-08-25,2020-08-25,Lost,Confirmed
MOH6842740169,201,MW-RU,POE,Michele,+265(0)994457021,2020-08-27,SARS/MERS/COVID,Foley,Diamond,1956-02-13,DE,NID,DE380205,MW-DE,Rural,Female,technician,P.O.Box 83022 MW-TH,Church,,Heather,2020-08-20,Covid-19,AstraZeneca,2,2020-08-27,2020-08-02,Indigenous,2020-08-20,No,School,2020-07-31,No,N/A,Chest pain,No,No,Cory Pena,2020-08-27,2020-08-28,Saliva,Adequate,2020-08-29,Antigen POC tests,Mobile testing,Positive,2020-08-31,2020-08-31,2020-09-03,Alive,Lost
MOH2937637891,1608,MW-MU,IPD,Thomas,+265(0)996372910,2020-05-21,SARS/MERS/COVID,Garcia,Melinda,1951-11-28,KE,NID,KE184897,MW-ZO,Urban,Female,Engineer,P.O.Box 08007 MW-KR,Hospital,,Christopher,2020-05-20,None,N/A,0,2020-05-21,2020-05-06,International,2020-05-06,No,Hospital,2020-05-10,Yes,First,Other,Kidney Dz,Yes,Henry Lee,2020-05-21,2020-05-21,Blood,Adequate,2020-05-21,PCR,Molecular Labs,Negative,2020-05-23,2020-05-23,2020-05-23,Dead,Confirmed
MOH5201664772,1111,MW-SA,OPD,Kathy,,2020-06-26,SARS/MERS/COVID,Norris,Lauren,1961-05-01,GR,NID,GR749721,MW-KS,Urban,Female,Engineer,P.O.Box 70755 MW-BL,Market,,Jonathan,2020-06-20,Covid-19,AstraZeneca,2,2020-06-26,2020-06-10,Indigenous,2020-06-15,Suspected,Hospital,2020-06-07,No,N/A,Chest pain,TB,Yes,Robert Mccoy,2020-06-26,2020-06-27,Blood,Not Adequate,2020-06-30,Antigen POC tests,Mobile testing,Negative,2020-07-01,2020-07-01,2020-07-01,Alive,Probable
MOH7948752637,2705,MW-BA,IPD,Luke,,2020-05-09,SARIs,Matthews,Brenda,1940-07-24,CF,Passport,CF686198,MW-CT,Urban,Female,business,P.O.Box 61135 MW-LI,Market,,Lisa,2020-05-02,Covid-19,AstraZeneca,2,2020-05-09,2020-04-22,International,2020-04-26,Confirmed,Family,2020-04-19,Yes,Third,Fever,Cancer,No,Travis Poole,2020-05-09,2020-05-10,OP swab,Not Adequate,2020-05-12,PCR,Molecular Labs,Negative,2020-05-13,2020-05-13,2020-05-14,Dead,Lost
MOH9661383478,417,MW-MW,OPD,John,+265(0)885945657,2020-04-24,Unexplained cluster,Marsh,Amber,2005-06-08,NG,NID,NG111414,MW-RU,Urban,Female,business,P.O.Box 09497 MW-MZ,Market,,Adam,2020-04-24,None,N/A,0,2020-04-24,2020-04-15,International,2020-04-16,Suspected,Family,2020-04-11,No,N/A,Nausea,Hypertension,No,Tyler Cross,2020-04-24,2020-04-25,Saliva,Not Adequate,2020-04-27,Antigen POC tests,Mobile testing,Positive,2020-04-27,2020-04-27,2020-04-30,Lost,Confirmed
MOH4164060445,3303,MW-CK,IPD,Christine,+265(0)882073708,2020-09-28,Unexplained cluster,Kent,Juan,1955-01-03,IT,Passport,IT474528,MW-CK,Rural,Male,lawyer,P.O.Box 47201 MW-CR,Hospital,+265(0)889443933,Robert,2020-09-18,None,N/A,0,2020-09-28,2020-08-30,Indigenous,2020-09-13,No,Hospital,2020-09-14,N/A,N/A,Diarrhea,HIV,No,Nancy Baxter,2020-09-28,2020-09-28,NP swab,Adequate,2020-09-30,Antigen POC tests,Mobile testing,Positive,2020-10-01,2020-10-01,2020-10-01,Alive,Confirmed
MOH9072218129,2705,MW-NE,IPD,Amy,+265(0)999012407,2020-05-14,Unexplained cluster,Oliver,Brittany,1931-06-19,EG,Passport,EG104037,MW-RU,Rural,Female,banker,P.O.Box 04830 MW-MW,Church,+265(0)886015385,Angel,2020-05-06,Covid-19,Johnson & Johnson,1,2020-05-14,2020-04-29,Indigenous,2020-05-03,No,Family,2020-04-25,Yes,First,Nausea,Liver Dz,Yes,Megan Diaz,2020-05-14,2020-05-15,Blood,Adequate,2020-05-16,PCR,Molecular Labs,Positive,2020-05-18,2020-05-18,2020-05-20,Lost,Confirmed
MOH8663367696,1603,MW-ZO,POE,Jeremy,,2020-08-25,Unexplained cluster,Hill,Paula,1923-01-10,RW,NID,RW259916,MW-LK,Rural,Female,lecturer,P.O.Box 82031 MW-MH,Church,,Patricia,2020-08-15,None,N/A,0,2020-08-25,2020-08-12,Indigenous,2020-08-07,No,Hospital,2020-07-31,Yes,First,Skin rash,Stroke,Yes,Rebekah Howard,2020-08-25,2020-08-25,Saliva,Adequate,2020-08-25,PCR,Mobile testing,Negative,2020-08-27,2020-08-27,2020-08-27,TO,Probable
MOH4228298382,3402,MW-LI,POE,Timothy,,2020-06-24,SARS/MERS/COVID,Aguilar,Robert,1929-10-20,KE,Passport,KE836287,MW-KS,Rural,Male,Engineer,P.O.Box 26312 MW-TH,School,+265(0)998616566,Todd,2020-06-21,None,N/A,0,2020-06-24,2020-06-18,Indigenous,2020-06-10,Confirmed,No,2020-06-01,N/A,N/A,Fatigue,Stroke,Yes,Robert Bowen,2020-06-24,2020-06-24,NP swab,Adequate,2020-06-25,PCR,Mobile testing,Negative,2020-06-26,2020-06-26,2020-06-28,Lost,Confirmed
MOH1053098740,1603,MW-KR,OPD,Ashley,+265(0)999897873,2020-06-10,Unexplained cluster,Parker,Sarah,1950-06-02,ZM,Passport,ZM583062,MW-TH,Rural,Female,technician,P.O.Box 19079 MW-LI,Church,+265(0)997247283,Maria,2020-06-06,None,N/A,0,2020-06-10,2020-06-06,International,2020-05-28,Suspected,Family,2020-05-31,No,N/A,No(Asymptomatic),Kidney Dz,Yes,Adam Tucker,2020-06-10,2020-06-11,Saliva,Adequate,2020-06-11,PCR,Molecular Labs,Negative,2020-06-14,2020-06-14,2020-06-14,Lost,Compatible
MOH3971293538,3409,MW-TH,OPD,Brian,,2020-10-26,SARS/MERS/COVID,Scott,Taylor,1950-11-08,EG,NID,EG343352,MW-NS,Rural,Female,technician,P.O.Box 42663 MW-MU,School,+265(0)887784599,Kristen,2020-10-22,None,N/A,0,2020-10-26,2020-10-22,Indigenous,2020-10-17,No,No,2020-10-03,No,N/A,Diarrhea,HIV,Yes,David Phillips,2020-10-26,2020-10-26,NP swab,Not Adequate,2020-10-29,PCR,Mobile testing,Negative,2020-10-30,2020-10-30,2020-10-31,Alive,Compatible
MOH1079924966,3509,MW-SA,IPD,Rachel,+265(0)993231484,2020-08-02,AEFI,Hebert,Jeremy,2004-08-05,BE,NID,BE286435,MW-ZO,Rural,Male,banker,P.O.Box 67396 MW-BL,Market,+265(0)889446649,Timothy,2020-07-28,None,N/A,0,2020-08-02,2020-07-20,Indigenous,2020-07-11,Confirmed,No,2020-07-25,N/A,N/A,Fever,HIV,Yes,Joseph Wu,2020-08-02,2020-08-03,NP swab,Not Adequate,2020-08-06,Antigen POC tests,Mobile testing,Positive,2020-08-08,2020-08-08,2020-08-08,Lost,Confirmed
MOH8303221568,1825,MW-NE,POE,John,,2020-04-19,Unexplained cluster,Barnes,Tracy,1949-01-24,GB,NID,GB796367,MW-SA,Rural,Female,minister,P.O.Box 42501 MW-CT,School,+265(0)999173606,Rachel,2020-04-13,Covid-19,Johnson & Johnson,1,2020-04-19,2020-03-30,Indigenous,2020-04-10,Suspected,No,2020-03-29,Yes,Second,Bleeding,DM,Yes,Christina Torres,2020-04-19,2020-04-19,Saliva,Not Adequate,2020-04-19,PCR,Mobile testing,Negative,2020-04-22,2020-04-22,2020-04-23,Dead,Confirmed
MOH8337515349,1313,MW-NI,POE,Patricia,+265(0)883693566,2020-10-07,SARIs,Schneider,Amber,1923-08-05,CN,Passport,CN594962,MW-MW,Urban,Female,accountant,P.O.Box 16135 MW-MU,School,+265(0)884234143,Heather,2020-09-29,Covid-19,Johnson & Johnson,1,2020-10-07,2020-09-28,International,2020-09-27,Suspected,Work place,2020-09-25,Yes,Third,Other,COPD,Yes,Johnathan Davis,2020-10-07,2020-10-08,Blood,Not Adequate,2020-10-08,PCR,Molecular Labs,Negative,2020-10-08,2020-10-08,2020-10-08,Lost,Confirmed
MOH9072218129,2705,MW-BA,POE,Amy,+265(0)999012407,2020-10-19,SARIs,Mclean,Casey,1943-05-19,KR,NID,KR235501,MW-CT,Rural,Male,doctor,P.O.Box 14791 MW-CK,Hospital,+265(0)991404746,Nicole,2020-10-15,Covid-19,AstraZeneca,2,2020-10-19,2020-10-02,Indigenous,2020-09-25,Suspected,Hospital,2020-09-28,N/A,N/A,Abdominal pain,No,No,Leslie Mckee,2020-10-19,2020-10-19,OP swab,Not Adequate,2020-10-19,PCR,Mobile testing,Negative,2020-10-22,2020-10-22,2020-10-22,Alive,Lost
MOH8200141443,1335,MW-NK,IPD,Holly,+265(0)885303845,2020-11-26,AEFI,Morris,Shawn,1962-08-21,CA,NID,CA298342,MW-NK,Urban,Male,accountant,P.O.Box 08145 MW-CT,Church,+265(0)998907732,Jason,2020-11-17,None,N/A,0,2020-11-26,2020-11-16,International,2020-11-09,Suspected,School,2020-11-05,N/A,N/A,Chest pain,Other,No,Kyle Roman,2020-11-26,2020-11-27,Blood,Adequate,2020-11-30,PCR,Molecular Labs,Positive,2020-12-01,2020-12-01,2020-12-02,Alive,Probable
MOH3108390424,2712,MW-ZO,POE,Albert,,2020-08-22,SARIs,Martin,Rebecca,1986-03-04,GR,NID,GR503639,MW-NI,Urban,Female,business,P.O.Box 41000 MW-NK,Market,+265(0)887727125,Stephanie,2020-08-12,Covid-19,Johnson & Johnson,1,2020-08-22,2020-07-24,International,2020-08-01,Confirmed,Work place,2020-07-29,Yes,Second,Muscle ache,Other,Yes,Krystal Sanders,2020-08-22,2020-08-22,OP swab,Adequate,2020-08-23,Antigen POC tests,Mobile testing,Negative,2020-08-23,2020-08-23,2020-08-26,Alive,Confirmed
MOH5360987421,1313,MW-DO,IPD,Victoria,+265(0)881389449,2020-12-11,SARS/MERS/COVID,Maddox,Wanda,1960-02-10,GR,NID,GR880917,MW-KR,Urban,Female,banker,P.O.Box 64639 MW-BA,Market,+265(0)887384709,Kathryn,2020-12-07,None,N/A,0,2020-12-11,2020-12-04,Indigenous,2020-11-25,No,Family,2020-12-05,No,N/A,Fatigue,Liver Dz,No,Dean Garcia,2020-12-11,2020-12-12,Blood,Adequate,2020-12-12,PCR,Mobile testing,Positive,2020-12-14,2020-12-14,2020-12-17,Dead,Confirmed
MOH7532973210,1008,MW-CT,OPD,Anne,+265(0)994285741,2020-09-28,SARS/MERS/COVID,Arnold,Evan,2002-09-06,IN,NID,IN574021,MW-NK,Urban,Male,Engineer,P.O.Box 71680 MW-BA,Hospital,,Chris,2020-09-19,Covid-19,Johnson & Johnson,1,2020-09-28,2020-09-13,Indigenous,2020-09-03,Confirmed,No,2020-09-06,N/A,N/A,Fatigue,Cardiovascular Dz,No,Thomas Sanchez,2020-09-28,2020-09-28,Saliva,Adequate,2020-10-01,Antigen POC tests,Mobile testing,Positive,2020-10-04,2020-10-04,2020-10-07,TO,Lost
MOH1300223687,1608,MW-TH,POE,Suzanne,+265(0)997511509,2020-06-09,SARS/MERS/COVID,Powell,Thomas,1949-10-11,TZ,NID,TZ909771,MW-TH,Urban,Male,Engineer,P.O.Box 48394 MW-PH,Church,+265(0)881386033,Christine,2020-05-31,None,N/A,0,2020-06-09,2020-05-23,International,2020-05-18,No,School,2020-05-16,N/A,N/A,Chest pain,Neurological Dz,No,Alexis Atkins,2020-06-09,2020-06-10,OP swab,Adequate,2020-06-13,Antigen POC tests,Molecular Labs,Negative,2020-06-15,2020-06-15,2020-06-17,Alive,Lost
MOH9859638915,1210,MW-CR,IPD,Robert,,2020-09-09,SARIs,Schneider,Danielle,1944-10-14,CF,NID,CF772895,MW-NI,Rural,Female,minister,P.O.Box 03781 MW-NE,Market,,Robert,2020-08-31,None,N/A,0,2020-09-09,2020-08-16,International,2020-08-22,No,No,2020-08-14,No,N/A,Nausea,No,No,Steven Fry,2020-09-09,2020-09-09,OP swab,Adequate,2020-09-11,PCR,Molecular Labs,Positive,2020-09-11,2020-09-11,2020-09-11,Lost,Confirmed
MOH8325337358,2516,MW-NU,IPD,Lori,+265(0)998655613,2020-11-19,Unexplained cluster,White,Vanessa,1971-06-11,ET,Passport,ET460743,MW-MZ,Rural,Female,teacher,P.O.Box 87534 MW-MC,Hospital,+265(0)998875209,Brittany,2020-11-15,Covid-19,Johnson & Johnson,1,2020-11-19,2020-10-29,Indigenous,2020-11-10,Suspected,Family,2020-10-28,No,N/A,Fever,Hypertension,No,Dennis Clark,2020-11-19,2020-11-19,NP swab,Adequate,2020-11-20,PCR,Mobile testing,Negative,2020-11-21,2020-11-21,2020-11-21,Dead,Confirmed
MOH6374660982,1008,MW-MU,IPD,Carla,+265(0)884717741,2020-12-31,SARS/MERS/COVID,Bradley,Justin,1955-08-23,TZ,Passport,TZ998882,MW-MG,Urban,Male,blank,P.O.Box 03933 MW-KS,Church,+265(0)884541834,Bradley,2020-12-28,None,N/A,0,2020-12-31,2020-12-26,International,2020-12-25,Confirmed,No,2020-12-17,N/A,N/A,Muscle ache,Asthma,Yes,David Russell,2020-12-31,2021-01-01,Blood,Adequate,2021-01-03,PCR,Mobile testing,Positive,2021-01-06,2021-01-06,2021-01-06,Lost,Confirmed
MOH1929361181,1503,MW-NI,IPD,Connie,,2020-11-13,AEFI,Lynch,John,1927-03-29,BI,Passport,BI319524,MW-NS,Rural,Male,politician,P.O.Box 27865 MW-CT,Church,+265(0)992880267,Kristin,2020-11-04,Covid-19,Johnson & Johnson,1,2020-11-13,2020-10-27,International,2020-10-26,Suspected,School,2020-10-28,N/A,N/A,Cough,Cardiovascular Dz,No,Gina Rivera,2020-11-13,2020-11-14,Blood,Adequate,2020-11-16,PCR,Mobile testing,Negative,2020-11-18,2020-11-18,2020-11-18,Lost,Compatible
MOH3983869306,3801,MW-NK,IPD,Dominique,,2020-07-04,AEFI,Wilson,Patrick,1991-12-19,TZ,NID,TZ599854,MW-KR,Rural,Male,nurse,P.O.Box 18269 MW-DE,School,,Nicholas,2020-07-01,Covid-19,AstraZeneca,2,2020-07-04,2020-06-16,International,2020-06-11,Suspected,Hospital,2020-06-14,N/A,N/A,Diarrhea,Neurological Dz,Yes,Douglas Moreno,2020-07-04,2020-07-05,OP swab,Not Adequate,2020-07-05,PCR,Mobile testing,Negative,2020-07-05,2020-07-05,2020-07-06,Dead,Compatible
MOH1206942070,417,MW-LK,POE,Robert,,2020-09-03,AEFI,Turner,Ernest,2000-01-24,CF,NID,CF523300,MW-BL,Urban,Male,clerk,P.O.Box 41506 MW-KR,Church,+265(0)881027788,Christine,2020-08-24,Covid-19,Johnson & Johnson,1,2020-09-03,2020-08-18,International,2020-08-13,Confirmed,No,2020-08-05,N/A,N/A,Chest pain,Cardiovascular Dz,No,James Wood,2020-09-03,2020-09-04,Saliva,Not Adequate,2020-09-07,PCR,Mobile testing,Positive,2020-09-10,2020-09-10,2020-09-12,Dead,Confirmed
MOH2937310500,1307,MW-NB,IPD,Michelle,,2020-05-03,AEFI,Cain,Peggy,1944-10-15,NL,NID,NL650948,MW-KS,Urban,Female,lawyer,P.O.Box 17077 MW-NK,Hospital,+265(0)889976835,Christine,2020-04-25,None,N/A,0,2020-05-03,2020-04-25,Indigenous,2020-04-12,Suspected,Work place,2020-04-08,No,N/A,Shortness of Breath,HIV,No,Keith Torres,2020-05-03,2020-05-03,Blood,Adequate,2020-05-05,PCR,Mobile testing,Positive,2020-05-07,2020-05-07,2020-05-07,TO,Lost
MOH4035377906,1533,MW-KR,OPD,Juan,+265(0)999347697,2020-10-03,AEFI,Fowler,Ashley,1995-03-14,KW,Passport,KW463268,MW-DE,Urban,Female,nurse,P.O.Box 65367 MW-MG,Church,,Janet,2020-09-30,None,N/A,0,2020-10-03,2020-09-13,International,2020-09-25,No,No,2020-09-15,Yes,Third,No(Asymptomatic),Asthma,No,Bryan Hernandez,2020-10-03,2020-10-03,Saliva,Not Adequate,2020-10-04,Antigen POC tests,Molecular Labs,Positive,2020-10-07,2020-10-07,2020-10-09,Lost,Lost
MOH5108696612,1415,MW-NK,POE,Michael,+265(0)889035193,2020-10-30,SARS/MERS/COVID,Stark,Ashley,1966-08-03,US,Passport,US944784,MW-ZO,Rural,Female,lawyer,P.O.Box 39573 MW-KS,School,+265(0)882539340,Meredith,2020-10-29,Covid-19,Johnson & Johnson,1,2020-10-30,2020-10-24,Indigenous,2020-10-23,No,No,2020-10-10,Yes,Second,Cough,HIV,No,Troy Rogers,2020-10-30,2020-10-30,NP swab,Adequate,2020-11-02,PCR,Mobile testing,Positive,2020-11-02,2020-11-02,2020-11-03,TO,Probable
MOH4542838650,305,MW-NS,OPD,Martin,+265(0)996324722,2020-09-29,SARIs,Taylor,Brianna,1955-12-31,CN,NID,CN665484,MW-NS,Urban,Female,journalist,P.O.Box 54092 MW-NB,Hospital,+265(0)998539791,Anthony,2020-09-26,None,N/A,0,2020-09-29,2020-09-22,Indigenous,2020-09-20,Suspected,Family,2020-09-16,Yes,Second,Cough,TB,Yes,Kaylee Wilson,2020-09-29,2020-09-29,Blood,Not Adequate,2020-09-29,PCR,Molecular Labs,Negative,2020-10-02,2020-10-02,2020-10-04,Lost,Lost
MOH1109230002,2605,MW-PH,IPD,Amanda,,2020-09-06,SARIs,David,Alicia,1935-08-25,BR,Passport,BR756429,MW-DE,Rural,Female,blank,P.O.Box 69146 MW-LK,Hospital,+265(0)998361011,Lauren,2020-08-27,None,N/A,0,2020-09-06,2020-08-18,International,2020-08-08,Confirmed,School,2020-08-22,Yes,Third,Chest pain,Stroke,No,George Bruce,2020-09-06,2020-09-07,OP swab,Not Adequate,2020-09-08,Antigen POC tests,Mobile testing,Negative,2020-09-08,2020-09-08,2020-09-08,Dead,Probable
MOH9184719134,2605,MW-SA,OPD,Stephanie,,2020-11-03,Unexplained cluster,Jackson,Janice,1929-11-10,BR,Passport,BR394693,MW-MW,Urban,Female,lecturer,P.O.Box 37359 MW-NU,School,+265(0)991308552,Kimberly,2020-11-02,None,N/A,0,2020-11-03,2020-10-13,International,2020-10-13,Confirmed,Work place,2020-11-01,Yes,Third,Skin rash,Liver Dz,No,Lori Becker,2020-11-03,2020-11-03,Blood,Not Adequate,2020-11-04,PCR,Mobile testing,Negative,2020-11-07,2020-11-07,2020-11-08,Alive,Probable
MOH9902304081,1717,MW-MW,POE,Jill,,2020-08-10,SARIs,Pineda,James,1929-12-15,NL,Passport,NL367957,MW-NB,Urban,Male,clerk,P.O.Box 94940 MW-NI,Market,,Alison,2020-08-08,None,N/A,0,2020-08-10,2020-07-29,International,2020-07-21,No,No,2020-07-24,N/A,N/A,No(Asymptomatic),Neurological Dz,Yes,Leslie Huerta DDS,2020-08-10,2020-08-11,Blood,Adequate,2020-08-14,PCR,Molecular Labs,Positive,2020-08-16,2020-08-16,2020-08-17,Lost,Confirmed
MOH3812909395,2523,MW-BA,IPD,Javier,+265(0)881848962,2020-05-22,Unexplained cluster,Turner,Danielle,1992-03-02,ZA,Passport,ZA960134,MW-CK,Urban,Female,banker,P.O.Box 98122 MW-NU,School,+265(0)993275762,Jeffrey,2020-05-18,None,N/A,0,2020-05-22,2020-04-30,International,2020-05-18,Confirmed,No,2020-05-05,No,N/A,Skin rash,HIV,Yes,Katelyn Parks,2020-05-22,2020-05-23,NP swab,Not Adequate,2020-05-23,PCR,Mobile testing,Positive,2020-05-24,2020-05-24,2020-05-24,TO,Lost
MOH8559997568,3121,MW-NK,POE,Amanda,+265(0)889309275,2020-08-13,AEFI,Meyer,Kyle,1986-06-27,MW,Passport,MW812149,MW-NB,Rural,Male,accountant,P.O.Box 39628 MW-BA,School,,Karen,2020-08-12,Covid-19,Johnson & Johnson,1,2020-08-13,2020-08-05,Indigenous,2020-08-05,No,Family,2020-07-31,N/A,N/A,Bleeding,TB,Yes,Andrew Ellison,2020-08-13,2020-08-14,Saliva,Adequate,2020-08-17,PCR,Mobile testing,Positive,2020-08-20,2020-08-20,2020-08-21,Lost,Probable
MOH5351748040,3520,MW-NE,OPD,Tanner,+265(0)884586386,2020-08-17,SARS/MERS/COVID,Lawrence,Courtney,1966-05-31,CA,NID,CA353126,MW-CT,Rural,Female,politician,P.O.Box 19972 MW-NS,Hospital,,Jose,2020-08-12,Covid-19,Johnson & Johnson,1,2020-08-17,2020-07-28,Indigenous,2020-08-08,Suspected,No,2020-08-01,No,N/A,Bleeding,No,No,Dawn Mora,2020-08-17,2020-08-17,OP swab,Not Adequate,2020-08-19,Antigen POC tests,Molecular Labs,Positive,2020-08-22,2020-08-22,2020-08-25,Dead,Confirmed
MOH9178607965,1723,MW-MU,IPD,Jennifer,,2020-11-10,Unexplained cluster,Smith,Joseph,1932-01-30,NG,NID,NG144352,MW-KR,Urban,Male,blank,P.O.Box 14632 MW-MH,Market,+265(0)881442088,Nicolas,2020-10-31,Covid-19,Johnson & Johnson,1,2020-11-10,2020-10-14,International,2020-10-26,Confirmed,Hospital,2020-10-23,N/A,N/A,Shortness of Breath,No,Yes,Kimberly Mason MD,2020-11-10,2020-11-11,Saliva,Adequate,2020-11-14,Antigen POC tests,Mobile testing,Negative,2020-11-14,2020-11-14,2020-11-16,Lost,Lost
MOH4429554761,2718,MW-NK,POE,Amanda,+265(0)886974944,2021-01-02,SARIs,Harrison,Matthew,1944-01-09,IE,Passport,IE710453,MW-NE,Rural,Male,student,P.O.Box 96292 MW-RU,School,,Kenneth,2020-12-29,Covid-19,AstraZeneca,2,2021-01-02,2020-12-17,Indigenous,2020-12-13,No,Family,2020-12-22,N/A,N/A,Abdominal pain,Kidney Dz,Yes,Jason Rivera,2021-01-02,2021-01-02,OP swab,Not Adequate,2021-01-02,Antigen POC tests,Molecular Labs,Negative,2021-01-05,2021-01-05,2021-01-06,TO,Probable
